Year,PoliticalParty,Category,Number,Plan
2019,PP Madrid,"Madrid, motor económico de España",105,"Crearemos una Autopista Administrativa que centralice todas las gestiones administrativas de los inversores extranjeros, y constituya un incentivo a la inversión en nuestra región."
2019,PP Madrid,"Madrid, motor económico de España",106,"Garantizaremos al máximo la seguridad jurídica que dé certidumbre a los inversores que elijan Madrid para sus nuevas operaciones, independientemente del ciclo económico o de cualquier otro tipo de condicionamientos. También desplegaremos todos los esfuerzos necesarios para desarrollar programas de Suelo para actividades económicas, especialmente Científico-Tecnológico de última generación, para que las inversiones científico-tecnológicas cuenten con suelo en la Comunidad de Madrid donde desarrollar su actividad."
2019,PP Madrid,"Madrid, motor económico de España",107,"Desarrollaremos la Marca de la Comunidad de Madrid en el exterior, con un emblema fácilmente reconocible, que recoja lo que significa nuestra región: un espacio de libertad donde vivir, trabajar y emprender."
2019,PP Madrid,"Madrid, motor económico de España",108,"Fomentaremos el estudio del español como segunda línea de negocios en el Mundo, potenciando la Comunidad de Madrid como destino para aprender español y espacio de referencia del Servicio Internacional de Evaluación de la Lengua Española."
2019,PP Madrid,Nuestra seña de identidad: impuestos bajos y mejores servicios públicos,109,"Continuaremos con la política de bajada de impuestos que caracteriza al Partido Popular en la Comunidad de Madrid, que libera recursos para que los ciudadanos puedan consumir, ahorrar e invertir más y, así, generar actividad y empleo. En los próximos cuatro años plantearemos una rebaja de impuestos enfocada a la atracción de inversiones, incentivos al emprendimiento y a las familias, manteniendo además los tipos bajos y las bonificaciones y exenciones actuales de los distintos impuestos. Planteamos también deducciones en el IRPF cada una de las cuales explicamos y desarrollamos en los distintos apartados de este Programa: A los jóvenes para favorecer su acceso a la vivienda, tanto en régimen de alquiler (podrán deducirse hasta un máximo de 1.200 euros, un 20% más del límite actual) como en propiedad (hasta los 30 años podrán deducir el 25% de los intereses de la hipoteca, hasta un máximo de 1.000 euros anuales). A los arrendadores (podrán deducirse el 10% de determinados gastos asociados al alquiler, con un límite anual de 150 euros). A familias que se vean incrementadas por nacimiento y adopción y, como consecuencia, decidan adquirir una nueva vivienda habitual (podrán deducir el 10% del precio de adquisición, prorrateado en 10 años, con un límite anual de 700 euros). Por atención a los mayores, igualdad de oportunidades en los estudios o con el objetivo de incentivar a las nuevas empresas que creen empleo indefinido en nuestra región. Además, para fomentar la natalidad y apoyar a las familias, los titulares de las familias numerosas de categoría especial no pagarán la cuota autonómica del IRPF durante tres años (con un límite de 12.000 si la declaración es individual y 24.000 euros si es conjunta) y las familias numerosas de categoría general pagarán solo la mitad (con un límite de 6.000 euros si la declaración es individual y 12.000 si es conjunta)."
2019,PP Madrid,Nuestra seña de identidad: impuestos bajos y mejores servicios públicos,110,"Bajaremos la tarifa autonómica del IRPF para beneficiar a tres millones de madrileños e impulsar la economía y el empleo. Se reducirán todos los tramos de la tarifa en medio punto y los contribuyentes pagarán hasta un 5,5% menos. Esto significa una rebaja de la tarifa autonómica de 2,5 puntos. Beneficiará a 3 millones de madrileños. Es decir a todos los contribuyentes del IRPF. A lo largo de la Legislatura, se reducirán medio punto todos los tipos marginales aplicables en cada tramo de la escala autonómica del IRPF. Esta medida será compatible con las nuevas deducciones a las familias, los jóvenes y para favorecer la iniciativa empresarial."
2019,PP Madrid,Nuestra seña de identidad: impuestos bajos y mejores servicios públicos,111,"Cumpliremos escrupulosamente nuestros compromisos de estabilidad presupuestaria porque creemos que no podemos gastar más de lo que ingresamos y que estas políticas no sólo son compatibles, sino necesarias para contar con unos servicios públicos de calidad para todos los madrileños."
2019,PP Madrid,Nuestra seña de identidad: impuestos bajos y mejores servicios públicos,112,"Los Presupuestos de la Comunidad de Madrid darán prioridad al gasto social y al empleo. El Partido Popular siempre ha orientado sus presupuestos, de gasto e impuestos bajos, a atender las principales necesidades de los madrileños; es decir al gasto social, que representa casi el 90% de los presupuestos de los últimos años en nuestra región."
2019,PP Madrid,Nuestra seña de identidad: impuestos bajos y mejores servicios públicos,113,"Nos comprometemos a que los proveedores de la Comunidad de Madrid sigan cobrando a menos de 30 días, para que cuenten con la liquidez suficiente para su actividad. Vamos a mantener además este período medio de pagos a proveedores por debajo de los 30 días a lo largo de toda la legislatura."
2019,PP Madrid,Nuestra seña de identidad: impuestos bajos y mejores servicios públicos,114,"Instaremos al Gobierno de España a la puesta en marcha urgente de un nuevo Sistema de Financiación Autonómica, que corrija los actuales desequilibrios que perjudican a Madrid."
2019,PP Madrid,"El empleo, siempre nuestra prioridad",115,Reforzaremos la nueva Oficina del Empleador de la Comunidad de Madrid e intensificaremos la colaboración con las agencias de colocación.
2019,PP Madrid,"El empleo, siempre nuestra prioridad",116,"Promoveremos que los trabajadores desempleados puedan elegir el centro de formación a través del Bono-Formación y potenciaremos la formación para que los trabajadores ocupados puedan mejorar sus competencias profesionales y las empresas madrileñas sean más competitivas Madrid ha sido la primera Comunidad en crear el Bono-Formación para que los desempleados puedan elegir su centro de formación. Vamos a extenderlo para promover la libertad de elección y mejorar la formación, en especial en sectores emergentes y con proyección como el tecnológico y el audiovisual. Igualmente, ampliaremos el programa de ayudas al transporte para aquellos desempleados que se estén formando en un centro de formación ubicado en una localidad distinta a la de su residencia. También, se reforzará y ampliará la formación dirigida a trabajadores ocupados, a través de programas formativos que faciliten su adaptación a la evolución tecnológica o a los cambios del sistema productivo y que les permitan mejorar sus competencias profesionales. El objetivo es doble: que los trabajadores puedan ser más productivos y mejorar su promoción laboral, y al mismo tiempo, que las empresas ganen en competitividad en un entorno cada día más globalizado."
2019,PP Madrid,"El empleo, siempre nuestra prioridad",117,"Impulsaremos Programas y Talleres de Formación y Empleo para parados de larga duración y personas en riesgo de exclusión social, que se desarrollarán en colaboración con las entidades locales y el tercer sector. Los programas y los talleres contemplarán actuaciones de orientación, formación y experiencia práctica para facilitar el acceso al empleo de las personas que se encuentran más alejadas del mercado laboral."
2019,PP Madrid,"El empleo, siempre nuestra prioridad",118,"También impulsaremos Programas y Talleres de Formación y Empleo especializados para mayores de 45 años y, en especial, entre 55 y 65/70 años, previos a la jubilación, fomentando su autoempleo."
2019,PP Madrid,"El empleo, siempre nuestra prioridad",119,"Reforzaremos y mejoraremos los servicios que ofrecen las Oficinas públicas de Empleo, con una atención más personalizada que facilite la inserción laboral, mejores diagnósticos y el diseño de itinerarios ajustados a cada perfil demandante de empleo; y extenderemos la Red de Oficinas de Empleo de la Comunidad de Madrid a municipios que carecen de ellas, con la apertura de puntos de atención para trámites rápidos. Además, ampliaremos a las familias los servicios que prestan las Oficinas de Empleo, ayudando a la contratación de profesionales de apoyo en el hogar. Vamos a continuar transformando el modelo de atención de las oficinas públicas de empleo, reforzando los recursos humanos y tecnológicos en las 42 oficinas públicas de empleo de la Comunidad de Madrid, para prestar una atención más personalizada y que facilite la inserción laboral. De forma adicional a la instalación de puntos de atención para trámites rápidos, en las zonas rurales, especialmente en la Sierra Norte, se pondrá en marcha una oficina móvil para acercar a todos los municipios los servicios que prestan las oficinas de empleo. También pondremos las oficinas de empleo al servicio de aquellas familias que están buscando contratar los servicios de un profesional para realizar labores de apoyo en el hogar, especialmente para el cuidado de hijos, de personas mayores, de personas en situación de dependencia o con algún tipo de discapacidad."
2019,PP Madrid,"El empleo, siempre nuestra prioridad",120,"Pondremos en marcha el Bono Empleo para mejorar las oportunidades de inserción laboral de los madrileños que se encuentren en situación de desempleo, y mantendremos los incentivos a la contratación indefinida y a personas con mayores dificultades de acceso al empleo. Con el Partido Popular en el gobierno se mantendrán las ayudas a la contratación dirigidas a favorecer la contratación indefinida, especialmente, de aquellas personas con mayores dificultades de acceso al empleo. Además, el Bono Empleo permitirá a las personas en situación de desempleo conocer los incentivos a la contratación que se pueden aplicar las empresas cuando les contraten, mejorando sus oportunidades de inserción laboral."
2019,PP Madrid,"El empleo, siempre nuestra prioridad",121,"Diseñaremos y pondremos en marcha un nuevo Plan Director de Prevención de Riesgos Laborales, con el objetivo de reforzar las políticas desarrolladas en este terreno y elevar al máximo el nivel de protección de la seguridad y la salud en el trabajo en nuestra región."
2019,PP Madrid,"El empleo, siempre nuestra prioridad",122,"Promoveremos que las empresas y organizaciones madrileñas adopten los principios de la Responsabilidad Social y los incorporen en sus modelos de gestión haciendo especial hincapié en lo relativo a la gestión de los recursos humanos. Pondremos en marcha nuevas actuaciones dirigidas a facilitar que las empresas y organizaciones madrileñas, incluyendo a las más pequeñas, conozcan y adopten los criterios de la Responsabilidad Social con el objetivo de avanzar en un modelo más sostenible, más competitivo y generador de oportunidades para todos. También, promoveremos las cláusulas sociales y la reserva de mercado en los procesos de compra pública a empresas de la economía social de iniciativa social."
2019,PP Madrid,"La Economía Social, una fuente de oportunidades de empleo para todos",123,"Impulsaremos la Economía Social y el emprendimiento colectivo como fuente de oportunidades y de empleo. De forma particular, promoveremos la incorporación de nuevos socios a las cooperativas y sociedades laborales con incentivos fiscales y ayudas económicas."
2019,PP Madrid,"La Economía Social, una fuente de oportunidades de empleo para todos",124,"Impulsaremos la Ventanilla Única de la Economía Social, que incluirá un Vivero específico para nuevas cooperativas y sociedades laborales, como forma de generación de actividad económica y empleo, en colaboración con las entidades representativas del sector, y potenciaremos las ayudas de hasta 15.000 euros para sufragar los gastos de constitución de empresas de economía social."
2019,PP Madrid,"La Economía Social, una fuente de oportunidades de empleo para todos",125,"Actualizaremos la Ley de Cooperativas de la Comunidad de Madrid, para adaptarla a la realidad del sector, flexibilizar el régimen de su constitución, ganar en agilidad y transparencia y mejorar la protección, garantías y derechos de los socios."
2019,PP Madrid,"La Economía Social, una fuente de oportunidades de empleo para todos",126,"Mantendremos las ayudas a los Centros Especiales de Empleo e impulsaremos el programa para la integración laboral de personas en riesgo de exclusión social a través de las Empresas de Inserción. Se trata de ayudas a la contratación de los Centros Especiales de Empleo, consistentes en cubrir los costes salariales de las personas con discapacidad que trabajan en dichos centros, por un cuantía de hasta el 50% del Salario Mínimo Interprofesional. También, seguiremos apoyando la creación y el fortalecimiento de las empresas de inserción, así como la transición de sus trabajadores a las empresas ordinarias."
2019,PP Madrid,Por la igualdad efectiva de mujeres y hombres,127,"Continuaremos trabajando para alcanzar la igualdad real, en la que mujeres y hombres debemos ir de la mano. Durante las etapas de gobierno del Partido Popular en la Comunidad de Madrid hemos avanzado de manera decidida en la igualdad real entre mujeres y hombres, una igualdad que sólo se podrá alcanzar si mujeres y hombres caminamos en la misma dirección y con medidas concretas. Por ello, aplicaremos nuestras políticas económicas y acciones directas en materia de servicios públicos para alcanzar este objetivo. Igualmente utilizaremos todos los instrumentos a nuestro alcance para luchar contra la brecha salarial."
2019,PP Madrid,Por la igualdad efectiva de mujeres y hombres,128,"Seguiremos apostando por el empleo que, sin ninguna duda, es la mejor política para las mujeres. Además fomentaremos el emprendimiento y el liderazgo. La prioridad por el empleo del Partido Popular consigue avanzar en la igualdad de la manera más efectiva posible, especialmente en el ámbito laboral, facilitando que las mujeres puedan emprender y ocupar más puestos de responsabilidad y liderazgo."
2019,PP Madrid,Por la igualdad efectiva de mujeres y hombres,129,"Continuaremos luchando con todos los recursos a nuestro alcance contra la violencia doméstica, que hay que erradicar de manera absoluta. La violencia de doméstica es una lacra de nuestra sociedad que hay que erradicar. Con el objetivo de cero víctimas, la Comunidad de Madrid adoptará todas las medidas posibles en los distintos ámbitos de su actuación que contribuyan a acabar con ella."
2019,PP Madrid,Por la igualdad efectiva de mujeres y hombres,130,"También elaboraremos un protocolo para promover programas de protección para las víctimas de violencia contra la mujer que lo deseen con perros donados, que contribuyen a la recuperación de la autoestima y la libertad de las víctimas."
2019,PP Madrid,"La práctica deportiva, un derecho de todos",131,"Crearemos la Consejería de Deportes, dando el máximo rango institucional a las políticas de promoción de la práctica deportiva en nuestra región y en apoyo al deporte profesional. Nuestro programa electoral contiene importantes medidas en materia de deportes que afectan a todas las edades y a todas las ramas de la actividad y servicios de la Comunidad de Madrid. Por ello, se considera necesario que una Consejería se preocupe en exclusiva de esta materia."
2019,PP Madrid,"La práctica deportiva, un derecho de todos",132,"Aprobaremos una nueva Ley del Deporte en la Comunidad de Madrid, para recoger la realidad deportiva de hoy y anticiparnos a los retos que el sector deportivo madrileño debe afrontar en los próximos años."
2019,PP Madrid,"La práctica deportiva, un derecho de todos",133,"Pondremos en marcha Programas de Actividad Física y Deporte en centros educativos, ya sean de Educación Primaria, Secundaria, Formación Profesional y Universidades, garantizando 3 horas de actividad deportiva (1 hora diaria adicional) en los centros de Educación Primaria y Secundaria de la Comunidad de Madrid."
2019,PP Madrid,"La práctica deportiva, un derecho de todos",134,"Desarrollaremos Programas de Deporte de Iniciación en todos los municipios de la Comunidad de Madrid y Programas de Deporte en Entorno Natural, que faciliten a los jóvenes su acercamiento a la mayoría de las modalidades deportivas."
2019,PP Madrid,"La práctica deportiva, un derecho de todos",135,"Fomentaremos la participación de mujeres en el Deporte mediante acciones específicas de fomento de la práctica deportiva en aquellos deportes en los que las mujeres sean minoritarias, la organización de eventos específicos que fomenten la participación de la mujer en el deporte, ayudas a Federaciones y Clubes por incremento del número de licencias femeninas, difusión de logros conseguidos, e instaremos a los organizadores de eventos deportivos a que se procure la igualdad en la cuantía económica de los premios."
2019,PP Madrid,"La práctica deportiva, un derecho de todos",136,"Apostamos por el Deporte Inclusivo, que permita establecer cambios significativos en la relación de las personas con discapacidad con el deporte, de forma gradual, progresiva y perdurable en el tiempo. Para favorecer este objetivo desarrollaremos el Programa Activa tu Capacidad, en colaboración con las Federaciones madrileñas de deportes para personas con discapacidad, celebraremos los Juegos Parainclusivos, y otras medidas como la creación de Escuelas inclusivas, dotándolas de material deportivo específico."
2019,PP Madrid,"La práctica deportiva, un derecho de todos",137,"Apostamos también por el Deporte como Escuela de Valores. Con este objetivo impulsaremos, en colaboración con las federaciones deportivas madrileñas y el Comité Olímpico Español, un programa que, a través del conocimiento de deportes minoritarios, transmita a nuestros jóvenes los valores del deporte, con especial atención al juego limpio como referencia para el desarrollo personal y vital."
2019,PP Madrid,"La práctica deportiva, un derecho de todos",138,"Creemos en la relación entre Deporte y Salud y, por ello, vamos a poner el deporte en coordinación con nuestro sistema sanitario madrileño, implantando un Programa de promoción de la actividad física desde los Centros de Salud de atención primaria."
2019,PP Madrid,"La práctica deportiva, un derecho de todos",139,Fomentaremos el Mecenazgo Deportivo en la Comunidad de Madrid.
2019,PP Madrid,"La práctica deportiva, un derecho de todos",140,"Impulsaremos el Turismo deportivo en la Comunidad de Madrid, con el objetivo de consolidar aquellas pruebas que atraen turismo a distintas zonas geográficas y municipios de la Comunidad de Madrid, tales como el Rally Comunidad de Madrid, Carreras de Montaña, Triatlones, etc., y apoyar el turismo que viene a nuestra región, tanto como espectadores como para la práctica deportiva."
2019,PP Madrid,"La práctica deportiva, un derecho de todos",141,Fomentaremos y contribuiremos a que se celebren en nuestra Comunidad los Grandes Eventos Deportivos de ámbito estatal o internacional que conviertan a Madrid en epicentro mundial del deporte y contribuyan a difundir la Marca Región de Madrid.
2019,PP Madrid,"La práctica deportiva, un derecho de todos",142,"Incrementaremos el Sistema de Becas a Deportistas, cuyas cuantías se establecerán y graduarán en función de sus resultados y/o la progresión deportiva, abarcando desde las categorías de jóvenes promesas hasta los deportistas de alto rendimiento, olímpicos y paraolímpicos."
2019,PP Madrid,"La práctica deportiva, un derecho de todos",143,"Estableceremos Ayudas a las Federaciones madrileñas para atender la participación de los deportistas y selecciones madrileñas en los Campeonatos de España oficiales representando a la Comunidad de Madrid, la organización de los Campeonatos autonómicos oficiales y gastos de estructura."
2019,PP Madrid,"La práctica deportiva, un derecho de todos",144,"Estableceremos también Ayudas a Clubes de Base por su participación en competiciones oficiales, y a los Clubes que tienen equipos en las máximas divisiones de su deporte."
2019,PP Madrid,"La práctica deportiva, un derecho de todos",145,"Desarrollaremos un Programa de Detección de Talentos Deportivos para los jóvenes madrileños que, desde edades tempranas, manifiesten niveles de habilidad extraordinarios en competencia motriz."
2019,PP Madrid,"La práctica deportiva, un derecho de todos",146,"Pondremos en marcha un Programa de Tutorización Formativa e Inserción Socio-laboral del Deportista de Alto Rendimiento, dirigido a crear las mejores condiciones para el desarrollo profesional e integración laboral de los deportistas, y poner a su disposición una tutorización durante su carrera deportiva, que les permita compaginar su formación académica con las exigencias de entrenamientos y competición al máximo nivel."
2019,PP Madrid,"Madrid, destino turístico de calidad",147,"Seguiremos apostando por el Turismo de calidad, íntimamente vinculado a la historia y cultura de Madrid, con acciones de promoción en los mercados asiático, americano y europeo, así como en el nacional."
2019,PP Madrid,"Madrid, destino turístico de calidad",148,"Crearemos nuevas alianzas con instituciones culturales internacionales de alto nivel, como el MoMA de Nueva York, la Tate Modern de Londres, el MUNAL (Museo Nacional de Arte Latinoamericano) de México, el Museo Hakone de Japón o el Museo Nacional de Arte de China. La Comunidad de Madrid es la capital del arte mundial, gracias al triángulo Museo del Prado-Centro de Arte Reina Sofía-Museo Thyssen. Por ello, promoveremos alianzas internacionales con otras instituciones culturales, especialmente con las de América (Iberoamérica y Estados Unidos) y Asia."
2019,PP Madrid,"Madrid, destino turístico de calidad",149,"En colaboración con Renfe, promoveremos un “Interrail” de destinos dentro de España para los madrileños, con descuentos y ofertas combinadas turísticas y gastronómicas. A día de hoy, el billete interrail sólo tiene uso en países distintos al propio. Nuestra intención es lograr un acuerdo con Renfe y otras Comunidades Autónomas e instituciones para facilitar y promover el turismo nacional con una iniciativa similar, con descuentos y ofertas para destinos dentro de España."
2019,PP Madrid,"Madrid, destino turístico de calidad",150,"Implantaremos nuevas ayudas al turismo en tres líneas: para la promoción turística de los municipios, para la creación de nuevos alojamientos turísticos, y para la eliminación de barreras arquitectónicas y mejora de la accesibilidad de las infraestructuras turísticas. También fomentaremos el Turismo deportivo en la Comunidad de Madrid, con el objetivo de consolidar aquellas pruebas que atraen turismo a la Comunidad de Madrid; y contribuiremos a que se celebren en nuestra Comunidad los Grandes Eventos Deportivos de ámbito estatal o internacional."
2019,PP Madrid,"Madrid, destino turístico de calidad",151,"Crearemos un órgano de coordinación entre la Comunidad de Madrid y el Ayuntamiento de Madrid en materia de promoción turística, que creemos fundamental para los intereses turísticos de una región uniprovincial como la nuestra, en la que además se da el factor singular de la Capitalidad. Este nuevo órgano tendría los siguientes objetivos: la promoción turística de la Comunidad de Madrid, nacional e internacional; la identificación e impulso de proyectos para incrementar la competitividad de las empresas madrileñas en el sector turístico; la promoción y colaboración en acciones de turismo cultural, gastronómico, activo y de naturaleza y actuaciones de dinamización en áreas de interés turístico; y la promoción y participación en el desarrollo de grandes eventos de índole cultural, artística, deportiva y económica que puedan ser de interés para difundir la imagen de la Comunidad de Madrid."
2019,PP Madrid,"Madrid, destino turístico de calidad",152,"Pondremos en marcha una aplicación inteligente para móviles, diseñada a la medida de las necesidades y preferencias del visitante, integrando en una sola aplicación toda la oferta turística de la Comunidad de Madrid."
2019,PP Madrid,"Madrid, una región europea",153,"Mejoraremos la participación en los Programas Europeos de Gestión Directa, tanto de la Administración regional y de los municipios madrileños, como de las empresas y ONGs, para aprovechar las oportunidades de financiación que ofrece la U.E. Estos programas son oportunidades de financiación que la Unión Europea ofrece y que, hasta 2020, ponen a disposición de todos los europeos cerca de 100.000 millones de euros. De ellos, más de 70.000 se dedican al Programa Horizonte 2020, centrado en la I+D+i. Nuestro objetivo es facilitar el acceso a estos programas tanto a las Administraciones como a empresas y ONGs, intensificando las acciones específicas dirigidas a cada uno de estos colectivos, mediante servicios de información y asistencia a la presentación de sus propuestas."
2019,PP Madrid,"Madrid, una región europea",154,"Reforzaremos la Alianza por la Cohesión Europea, de la que Madrid ya es parte, para tomar conciencia de la importancia de las políticas de cohesión de la Unión Europea en la reducción de las desigualdades y creación de nuevas oportunidades. Las políticas de cohesión representan actualmente casi un tercio del presupuesto de la UE, destinadas a reducir las disparidades regionales, crear puestos de trabajo, ofrecer nuevas oportunidades a ciudadanos y empresas, y abordar grandes problemas como el cambio climático y la inclusión social."
2019,PP Madrid,"Madrid, una región europea",155,"Apuesta clara y valiente por convertir a Madrid en el hub entre la Unión Europea y América Latina, con el objetivo de que nuestra Comunidad sea el puente personal y profesional entre ambos continentes, y la región de referencia entre ambas áreas de influencia, generando importantes oportunidades para el desarrollo económico y el empleo."
2019,PP Madrid,"Madrid, una región europea",156,"Apoyaremos a los madrileños que viven en otros países de la Unión Europea y del resto del mundo, a través de la elaboración de un Plan que prestará especial atención al retorno. Igualmente, vamos a seguir potenciando el Programa Echegaray de profesorado, para que retornen a nuestra Comunidad parte de los profesionales españoles que se fueron durante la crisis. Terminaremos también la ejecución de la actual Estrategia de Apoyo a la Emigración y al Retorno 2017-2020, para facilitar la vida y la integración de los madrileños que emigran o que quieren volver a nuestra región, especialmente los más de 30.000 que se pueden ver afectados por el Brexit."
2019,PP Madrid,"Las familias, centro de nuestra región",157,"Crearemos una Consejería específica para las competencias en materia de Familia. La Familia es una institución clave para la sociedad y desde las Administraciones Públicas tenemos el deber de apoyarla y responder a las diferentes necesidades de las familias. Por ello vamos a dar el mayor rango a las políticas de Familia, creando una Consejería específica que atienda de manera integral a las familias madrileñas."
2019,PP Madrid,"Las familias, centro de nuestra región",158,"Ampliaremos la deducción por nacimiento o adopción de hijos, permitiendo que las familias se puedan deducir en el IRPF 700 euros por hijo en los tres primeros años (2.100€)."
2019,PP Madrid,"Las familias, centro de nuestra región",159,"Estableceremos una deducción en el IRPF de 500€ para cuidado de mayores en el ámbito familiar, para aquellos ascendientes mayores de 65 años que convivan con el contribuyente."
2019,PP Madrid,"Las familias, centro de nuestra región",160,"Reforzaremos las deducciones destinadas a favorecer la conciliación y apoyar a las familias, ampliando tanto la cuantía de la deducción por cuidados en el hogar como los supuestos para aplicarse la deducción. Así, las familias madrileñas podrán deducirse el 25% de las cotizaciones a la Seguridad Social por la contratación de cuidadores de hijos menores de tres años y, como novedad, también para el cuidado de personas mayores en situación de dependencia y personas con algún tipo de discapacidad reconocida, con un límite de 450 euros anuales. En el caso de familias numerosas, la deducción se ampliará al 40% con el límite de 600€."
2019,PP Madrid,"Las familias, centro de nuestra región",161,"Ampliaremos al 15% la actual deducción en el IRPF por enseñanza de idiomas, para reforzar este aprendizaje en nuestra región, imprescindible para el desarrollo de nuestros niños y para el acceso de nuestros jóvenes al mercado laboral."
2019,PP Madrid,"Las familias, centro de nuestra región",162,"Las familias que se vean incrementadas por nacimiento o adopción y, como consecuencia de ello, decidan comprar una nueva vivienda para convertirla en su residencia habitual, podrán deducir el 10% del precio de adquisición, prorrateado en 10 años, de la cuota íntegra del IRPF, con un límite anual de 700€. Con esta medida pretendemos favorecer la natalidad, pero también la conciliación de la vida familiar y laboral. Para poder disfrutar de esta deducción el cambio de vivienda deberá producirse en los 3 primeros años tras el nacimiento o adopción."
2019,PP Madrid,"Las familias, centro de nuestra región",163,"Incluiremos a los niños en acogimiento en la bonificación del 99% del Impuesto de Sucesiones y Donaciones que se aplica en las transmisiones de padres a hijos. Con esta medida damos satisfacción a los padres en acogida que quieren que se respete su voluntad de transmisión patrimonial recogida en testamento, tal y como ya está establecido de padres a hijos."
2019,PP Madrid,"Las familias, centro de nuestra región",164,"Pondremos en marcha un completo plan de apoyo a la maternidad: ayudas durante el embarazo y postparto, seguimiento, medidas para facilitar la reincorporación laboral y ayudas económicas. En España no sólo se produce una baja natalidad, sino también un incremento de la edad media de las madres cuando tienen su primer hijo, y eso responde no sólo a una decisión de éstas, sino también a los problemas y dificultades que se les presentan. Por ello, consideramos necesario ampliar facilidades a las mujeres que decidan ser madres, tanto durante el embarazo como tras la maternidad, y sin que ello suponga un obstáculo a su vida profesional."
2019,PP Madrid,"Las familias, centro de nuestra región",165,"Elaboraremos un Protocolo para ayudar a las embarazadas en situación de vulnerabilidad. Se confeccionará un protocolo específico para aquellas mujeres en situación de vulnerabilidad, para evitar que puedan ser presionadas por su entorno o por su pareja para no seguir adelante con un embarazo."
2019,PP Madrid,"Las familias, centro de nuestra región",166,"Adoptaremos todas las medidas para apoyar la vida de los no nacidos, dando alternativas a las madres embarazadas: información de las ayudas existentes, enlazar con las personas que no encuentran niños en adopción, acogimiento o con las personas que plantean una gestación subrogada en el extranjero. Con el fin de evitar los abortos que se producen por falta de información sobre alternativas, hay que desplegar un conjunto de medidas que den posibilidades a las mujeres que deciden abortar ante la falta de apoyo a su situación."
2019,PP Madrid,"Las familias, centro de nuestra región",167,"El concebido se considerará como nacido y como un miembro más de la unidad familiar a todos los efectos que sean beneficiosos para el niño o niños todavía no nacidos, la madre gestante o la unidad familiar en que se inserten ambos. Al considerar al concebido como nacido para todo lo que le sea favorable se recoge un principio del derecho romano que los avances de la medicina y la reducción de la mortalidad prenatal han hecho hoy en día aún más exigible y especialmente justificado para todas las ayudas públicas asociadas al número de hijos de la unidad familiar."
2019,PP Madrid,"Las familias, centro de nuestra región",168,"Los titulares de las familias numerosas de categoría especial no pagarán la cuota autonómica del IRPF durante tres años y las familias numerosas de categoría general pagarán solo la mitad. Con el objeto fomentar la natalidad y apoyar a las familias numerosas se establecerá durante tres años, a contar desde que adquieran tal condición, una deducción a sus titulares del 50 por 100 de la cuota íntegra autonómica del IRPF, con el límite de 6.000 euros si la declaración se realiza de forma individual y de 12.000 euros cuando ésta sea conjunta. En el caso de familias numerosas de categoría especial la deducción alcanzará el 100 por 100 de dicha cuota autonómica con el límite de 12.000 euros si la declaración se realiza de forma individual y de 24.000 euros si se trata de una declaración conjunta."
2019,PP Madrid,"Las familias, centro de nuestra región",169,"Mantendremos la categoría de familia numerosa especial hasta que el último hijo reúna los requisitos contemplados en la ley; y renovaremos el título de familia numerosa por 4 años cuando el menor continúe sus estudios, sujetando su vigencia al mantenimiento de los requisitos que dan derecho a esta prórroga mediante declaración responsable."
2019,PP Madrid,"Las familias, centro de nuestra región",170,"Introduciremos, dentro de las competencias de la Comunidad de Madrid, la renta familiar per cápita en los baremos de las bonificaciones, ayudas y becas públicas y en la normativa tributaria. La renta familiar per cápita es la ratio más adecuada para medir la capacidad económica de una familia. Por ello, en la Comunidad de Madrid nos proponemos extenderla a todas las ayudas públicas y materias objeto de nuestra permanencia."
2019,PP Madrid,"Avanzando en la conciliación de la vida personal, familiar y laboral",171,"Promoveremos medidas en favor de la conciliación entre la vida personal y familiar y la laboral, basadas en las necesidades de flexibilización que son comunes tanto para mujeres como para hombres. Partiendo de este compromiso por la conciliación, que es una de nuestras prioridades, las diferentes medidas concretas para favorecerla se distribuyen en los distintos apartados de nuestro Programa Electoral."
2019,PP Madrid,"Avanzando en la conciliación de la vida personal, familiar y laboral",172,"Fomentaremos la conciliación entre la vida personal, familiar y laboral, reforzando las ayudas a las empresas que desarrollen programas que faciliten la conciliación, con medidas como la flexibilidad horaria o el teletrabajo, y dando mayor proyección a los reconocimientos a la responsabilidad social en el ámbito del empleo. Además, con objeto de incentivar a las empresas a favorecer la conciliación, se tendrá en cuenta en los concursos públicos a las empresas que implementen planes en este sentido, siempre que se demuestre que se trate de un plan real."
2019,PP Madrid,"Avanzando en la conciliación de la vida personal, familiar y laboral",173,"Igualmente, fomentaremos la conciliación de los autónomos, dentro de nuestra política de apoyo al emprendimiento y a la familia. Entre ellas, extenderemos los incentivos a la contratación, otorgando una ayuda de hasta 10.000 euros a los autónomos que contraten a un trabajador por tiempo indefinido para facilitar la conciliación, en particular por el cuidado de hijos o de personas en situación de dependencia. Además, mejoraremos la Tarifa Plana para las mujeres autónomas, ampliando un año más de cotización a la Seguridad Social, hasta alcanzar los 24 meses, para las mujeres que se reincorporen a su proyecto tras la maternidad, como medida de apoyo a la igualdad efectiva y a la conciliación de la vida personal, familiar y laboral."
